strain,phage,interaction
NILS51,BCH953_P1,0
ECOR49,BCH953_P1,0
ECOR50,BCH953_P1,0
NILS56,BCH953_P1,0
ECOR46,BCH953_P1,0
NILS42,BCH953_P1,0
NILS52,BCH953_P1,0
ECOR48,BCH953_P1,0
NILS23,BCH953_P1,0
ROAR178,BCH953_P1,0
ROAR419,BCH953_P1,0
H10040017BM,BCH953_P1,0
H14,BCH953_P1,0
H10030010GJ,BCH953_P1,0
ROAR400,BCH953_P1,0
ROAR205,BCH953_P1,0
BCH953,BCH953_P1,1
H10020064EM,BCH953_P1,0
NILS49,BCH953_P1,0
LM07,BCH953_P1,0
H10010027SG,BCH953_P1,0
H10050058MA,BCH953_P1,0
NILS24,BCH953_P1,0
ROAR334,BCH953_P1,0
ROAR047,BCH953_P1,0
ROAR072,BCH953_P1,0
ROAR061,BCH953_P1,0
ROAR082,BCH953_P1,0
H4,BCH953_P1,0
H10010093RA,BCH953_P1,0
H48,BCH953_P1,0
H47,BCH953_P1,0
H70,BCH953_P1,0
H10010125BM,BCH953_P1,0
ECOR34,BCH953_P1,0
ECOR32,BCH953_P1,0
ECOR33,BCH953_P1,0
ECOR30,BCH953_P1,0
ECOR29,BCH953_P1,0
LF50,BCH953_P1,0
IAI01,BCH953_P1,0
ECOR67,BCH953_P1,0
NILS02,BCH953_P1,0
ECOR26,BCH953_P1,0
ECOR27,BCH953_P1,0
ECOR28,BCH953_P1,0
ECOR45,BCH953_P1,0
55989,BCH953_P1,0
IAI02,BCH953_P1,0
NILS33,BCH953_P1,0
IAI21,BCH953_P1,0
ECOR69,BCH953_P1,0
ECOR58,BCH953_P1,0
ECOR72,BCH953_P1,0
H10030071CJ,BCH953_P1,0
NILS47,BCH953_P1,0
H10050012LM,BCH953_P1,0
ECOR70,BCH953_P1,0
H10070037HD,BCH953_P1,0
H10030079GR,BCH953_P1,0
H10010131CA,BCH953_P1,0
H10030120PR,BCH953_P1,0
H10030088BJ,BCH953_P1,0
ECOR71,BCH953_P1,0
H10020060CT,BCH953_P1,0
NILS15,BCH953_P1,0
IAI43,BCH953_P1,0
H10060022LR,BCH953_P1,0
H10030116VR,BCH953_P1,0
H10010020MO,BCH953_P1,0
H10030090VJ,BCH953_P1,0
H10010013LJ,BCH953_P1,0
H10030105CR,BCH953_P1,0
H10030115LR,BCH953_P1,0
PDP110,BCH953_P1,0
IAI18,BCH953_P1,0
H10070015DG,BCH953_P1,0
NILS48,BCH953_P1,0
IAI41,BCH953_P1,0
H10040021WI,BCH953_P1,0
H10020007MM,BCH953_P1,0
NILS34,BCH953_P1,0
NILS40,BCH953_P1,0
H10020011MG,BCH953_P1,0
H10010003SJ,BCH953_P1,0
IAI42,BCH953_P1,0
H10010154TK,BCH953_P1,0
PDP351,BCH953_P1,0
H10010121QJ,BCH953_P1,0
IAI08,BCH953_P1,0
H10060003SL,BCH953_P1,0
IAI40,BCH953_P1,0
IAI37,BCH953_P1,1
ECOR11,BCH953_P1,0
NILS09,BCH953_P1,1
NILS30,BCH953_P1,0
NILS32,BCH953_P1,0
IAI10,BCH953_P1,0
IAI31,BCH953_P1,1
IAI04,BCH953_P1,1
AN24,BCH953_P1,1
NILS06,BCH953_P1,0
NILS22,BCH953_P1,0
NAN33,BCH953_P1,0
IAI34,BCH953_P1,1
NIC06,BCH953_P1,0
NILS16,BCH953_P1,0
IAI17,BCH953_P1,1
IAI15,BCH953_P1,1
ECOR05,BCH953_P1,1
IAI11,BCH953_P1,0
NILS35,BCH953_P1,0
ECOR10,BCH953_P1,0
ECOR43A,BCH953_P1,0
ECOR12,BCH953_P1,0
IAI14,BCH953_P1,0
IAI19,BCH953_P1,0
IAI20,BCH953_P1,0
ECOR25,BCH953_P1,0
IAI26,BCH953_P1,0
ECOR01,BCH953_P1,0
IAI44,BCH953_P1,0
ECOR08,BCH953_P1,0
NILS13,BCH953_P1,0
IAI07,BCH953_P1,0
NILS10,BCH953_P1,0
BE,BCH953_P1,0
NILS07,BCH953_P1,0
ECOR09,BCH953_P1,0
NILS14,BCH953_P1,0
ECOR13,BCH953_P1,0
ECOR03,BCH953_P1,0
NILS11,BCH953_P1,0
IAI06,BCH953_P1,0
ECOR02,BCH953_P1,0
IAI13,BCH953_P1,1
IAI09,BCH953_P1,0
ECOR14,BCH953_P1,0
IAI25,BCH953_P1,0
IAI22,BCH953_P1,0
IAI28,BCH953_P1,0
NILS08,BCH953_P1,0
ECOR07,BCH953_P1,0
IAI29,BCH953_P1,0
IAI12,BCH953_P1,0
ECOR21,BCH953_P1,0
ECOR20,BCH953_P1,0
ECOR18,BCH953_P1,0
ECOR19,BCH953_P1,0
NILS17,BCH953_P1,0
NILS12,BCH953_P1,0
ECOR06,BCH953_P1,0
ECOR23,BCH953_P1,0
NILS41,BCH953_P1,0
BL21,BCH953_P1,0
ECOR17,BCH953_P1,0
NILS03,BCH953_P1,0
ECOR22,BCH953_P1,0
ECOR16,BCH953_P1,0
NILS04,BCH953_P1,0
ECOR15,BCH953_P1,0
NILS43,BCH953_P1,0
ECOR04,BCH953_P1,0
IAI16,BCH953_P1,0
IAI23,BCH953_P1,0
NILS37,BCH953_P1,0
IAI03,BCH953_P1,0
ECOR24,BCH953_P1,0
ROAR274,BCH953_P1,0
ECOR42,BCH953_P1,0
IAI50,BCH953_P1,0
ROAR036,BCH953_P1,0
EC6230,BCH953_P1,0
025010,BCH953_P1,0
NILS05,BCH953_P1,0
ROAR387,BCH953_P1,0
B6A1,BCH953_P1,0
ECOR31,BCH953_P1,0
LMR3158,BCH953_P1,0
ROAR131,BCH953_P1,0
ROAR059,BCH953_P1,0
EDL933,BCH953_P1,0
ECOR37,BCH953_P1,0
ROAR029,BCH953_P1,0
IAI05,BCH953_P1,0
ROAR012,BCH953_P1,0
NILS45,BCH953_P1,0
H442,BCH953_P1,0
E2052,BCH953_P1,0
TW10509,BCH953_P1,0
H009,BCH953_P1,0
H384,BCH953_P1,0
E7519,BCH953_P1,0
NILS31,BCH953_P1,0
370D,BCH953_P1,0
E4962,BCH953_P1,0
M863,BCH953_P1,0
IAI32,BCH953_P1,0
IAI45,BCH953_P1,0
ROAR185,BCH953_P1,0
H10030019BM,BCH953_P1,0
C2119,BCH953_P1,0
B1747,BCH953_P1,0
H10040007OM,BCH953_P1,0
B12I13,BCH953_P1,0
E1492,BCH953_P1,0
B253,BCH953_P1,0
EFERGUSONIIIVAN,BCH953_P1,0
ATCC35469T,BCH953_P1,0
ROAR344,BCH953_P1,0
B691,BCH953_P1,0
ROAR176,BCH953_P1,0
ROAR220,BCH953_P1,0
ROAR130,BCH953_P1,0
ROAR129,BCH953_P1,0
ROAR292,BCH953_P1,0
ROAR145,BCH953_P1,0
ROAR043,BCH953_P1,0
ROAR438,BCH953_P1,0
ROAR291,BCH953_P1,0
ROAR116,BCH953_P1,0
B49,BCH953_P1,0
ROAR019,BCH953_P1,0
B1147,BCH953_P1,0
S1109,BCH953_P1,0
EALBERTIICIP107988T,BCH953_P1,0
S184,BCH953_P1,0
B090,BCH953_P1,0
B156,BCH953_P1,0
S191,BCH953_P1,0
B992,BCH953_P1,0
ECOR54,BCH953_P3,0
DIJ06,BCH953_P3,0
ECOR52,BCH953_P3,0
ECOR51,BCH953_P3,0
ECOR55,BCH953_P3,0
IAI54,BCH953_P3,0
ECOR57,BCH953_P3,0
IAI72,BCH953_P3,0
NILS59,BCH953_P3,0
LF31,BCH953_P3,0
NILS71,BCH953_P3,0
AN17,BCH953_P3,1
T147,BCH953_P3,0
ECOR56,BCH953_P3,0
NILS74,BCH953_P3,0
IAI68,BCH953_P3,0
IAI62,BCH953_P3,0
IAI63,BCH953_P3,0
NILS79,BCH953_P3,0
NILS72,BCH953_P3,0
IAI76,BCH953_P3,0
IAI75,BCH953_P3,0
NILS29,BCH953_P3,0
NILS65,BCH953_P3,0
IAI57,BCH953_P3,0
IAI82,BCH953_P3,0
IAI73,BCH953_P3,0
536,BCH953_P3,0
IAI64,BCH953_P3,1
NILS81,BCH953_P3,0
IAI55,BCH953_P3,0
IAI70,BCH953_P3,0
NILS82,BCH953_P3,0
NILS78,BCH953_P3,0
NILS57,BCH953_P3,0
AL505,BCH953_P3,1
NILS67,BCH953_P3,0
IAI60,BCH953_P3,0
IAI66,BCH953_P3,0
IAI46,BCH953_P3,0
LF7074,BCH953_P3,0
IAI56,BCH953_P3,0
IAI61,BCH953_P3,0
ECOR61,BCH953_P3,0
ECOR62,BCH953_P3,0
IAI38,BCH953_P3,0
IAI59,BCH953_P3,0
IAI69,BCH953_P3,0
IAI65,BCH953_P3,0
NILS68,BCH953_P3,0
NILS21,BCH953_P3,0
NILS66,BCH953_P3,0
ECOR59,BCH953_P3,0
ECOR60,BCH953_P3,0
IAI71,BCH953_P3,0
NILS75,BCH953_P3,0
IAI77,BCH953_P3,0
NILS70,BCH953_P3,0
ECOR53,BCH953_P3,0
IAI74,BCH953_P3,0
NILS54,BCH953_P3,0
T145,BCH953_P3,0
IAI51,BCH953_P3,0
NILS62,BCH953_P3,0
MT1B1,BCH953_P3,0
NILS61,BCH953_P3,0
LF82,BCH953_P3,0
LF73,BCH953_P3,0
NRG807C,BCH953_P3,0
NILS26,BCH953_P3,0
NILS80,BCH953_P3,0
IAI53,BCH953_P3,0
T205,BCH953_P3,0
ED1A,BCH953_P3,0
034026C1,BCH953_P3,0
035004,BCH953_P3,0
VDG427,BCH953_P3,0
IAI48,BCH953_P3,0
BEN4D,BCH953_P3,0
NILS20,BCH953_P3,0
034008,BCH953_P3,0
001031C1,BCH953_P3,0
013008,BCH953_P3,0
COLF12G,BCH953_P3,0
381A,BCH953_P3,0
ECOR65,BCH953_P3,0
IAI49,BCH953_P3,0
NILS77,BCH953_P3,0
IAI78,BCH953_P3,0
IAI81,BCH953_P3,0
IAI79,BCH953_P3,0
IAI80,BCH953_P3,0
ECOR64,BCH953_P3,0
IAI67,BCH953_P3,0
NILS28,BCH953_P3,0
NILS58,BCH953_P3,0
IAI47,BCH953_P3,0
ECOR63,BCH953_P3,0
ASP51G,BCH953_P3,0
S176,BCH953_P3,0
H10030035DE,BCH953_P3,0
S21,BCH953_P3,0
FN116,BCH953_P3,0
FNB9,BCH953_P3,0
FN126,BCH953_P3,0
S111,BCH953_P3,0
FN89,BCH953_P3,0
NILS64,BCH953_P3,0
LI10,BCH953_P3,0
NILS25,BCH953_P3,0
NILS55,BCH953_P3,0
NILS27,BCH953_P3,0
NILS73,BCH953_P3,0
NILS19,BCH953_P3,0
LM33,BCH953_P3,0
NILS44,BCH953_P3,0
NILS53,BCH953_P3,0
NILS76,BCH953_P3,0
NILS63,BCH953_P3,0
NILS69,BCH953_P3,0
ECOR66,BCH953_P3,0
E234869,BCH953_P3,0
FNB7,BCH953_P3,0
DEC2A,BCH953_P3,0
DEC1A,BCH953_P3,0
FNB4,BCH953_P3,0
BDX09,BCH953_P3,0
AN03,BCH953_P3,0
H10010155MI,BCH953_P3,0
H10010034SM,BCH953_P3,0
NILS60,BCH953_P3,0
H10010053KC,BCH953_P3,0
H10030054PP,BCH953_P3,0
B1932,BCH953_P3,0
ROAR434,BCH953_P3,0
001023,BCH953_P3,0
003026,BCH953_P3,0
921A,BCH953_P3,0
916A,BCH953_P3,0
E1426,BCH953_P3,0
H95,BCH953_P3,0
H10020069VG,BCH953_P3,0
ECOR38,BCH953_P3,0
ECOR39,BCH953_P3,0
ECOR41,BCH953_P3,0
ECOR40,BCH953_P3,0
IAI39,BCH953_P3,0
IAI36,BCH953_P3,0
ECOR35,BCH953_P3,0
IAI58,BCH953_P3,0
ECOR36,BCH953_P3,0
NILS36,BCH953_P3,0
IAI35,BCH953_P3,0
IAI33,BCH953_P3,0
NILS01,BCH953_P3,0
PDP21,BCH953_P3,0
NILS39,BCH953_P3,0
NILS50,BCH953_P3,0
NILS46,BCH953_P3,0
LM08,BCH953_P3,0
NILS18,BCH953_P3,0
LM02,BCH953_P3,0
DIJ07,BCH953_P3,0
LM40,BCH953_P3,0
BDX03,BCH953_P3,0
IAI30,BCH953_P3,0
IAI27,BCH953_P3,0
ECOR47,BCH953_P3,0
IAI24,BCH953_P3,0
ECOR44,BCH953_P3,0
NILS38,BCH953_P3,0
NILS51,BCH953_P3,0
ECOR49,BCH953_P3,0
ECOR50,BCH953_P3,0
NILS56,BCH953_P3,0
ECOR46,BCH953_P3,0
NILS42,BCH953_P3,0
NILS52,BCH953_P3,0
ECOR48,BCH953_P3,0
NILS23,BCH953_P3,0
ROAR178,BCH953_P3,0
ROAR419,BCH953_P3,0
H10040017BM,BCH953_P3,0
H14,BCH953_P3,0
H10030010GJ,BCH953_P3,0
ROAR400,BCH953_P3,0
ROAR205,BCH953_P3,0
BCH953,BCH953_P3,1
H10020064EM,BCH953_P3,0
NILS49,BCH953_P3,0
LM07,BCH953_P3,1
H10010027SG,BCH953_P3,1
H10050058MA,BCH953_P3,0
NILS24,BCH953_P3,0
ROAR334,BCH953_P3,0
ROAR047,BCH953_P3,0
ROAR072,BCH953_P3,0
ROAR061,BCH953_P3,0
ROAR082,BCH953_P3,0
H4,BCH953_P3,0
H10010093RA,BCH953_P3,0
H48,BCH953_P3,0
H47,BCH953_P3,0
H70,BCH953_P3,0
H10010125BM,BCH953_P3,0
ECOR34,BCH953_P3,0
ECOR32,BCH953_P3,0
ECOR33,BCH953_P3,0
ECOR30,BCH953_P3,0
ECOR29,BCH953_P3,0
LF50,BCH953_P3,0
IAI01,BCH953_P3,0
ECOR67,BCH953_P3,0
NILS02,BCH953_P3,0
ECOR26,BCH953_P3,0
ECOR27,BCH953_P3,0
ECOR28,BCH953_P3,0
ECOR45,BCH953_P3,0
55989,BCH953_P3,0
IAI02,BCH953_P3,0
NILS33,BCH953_P3,0
IAI21,BCH953_P3,0
ECOR69,BCH953_P3,0
ECOR58,BCH953_P3,0
ECOR72,BCH953_P3,0
H10030071CJ,BCH953_P3,0
NILS47,BCH953_P3,0
H10050012LM,BCH953_P3,0
ECOR70,BCH953_P3,0
H10070037HD,BCH953_P3,0
H10030079GR,BCH953_P3,0
H10010131CA,BCH953_P3,0
H10030120PR,BCH953_P3,0
H10030088BJ,BCH953_P3,0
ECOR71,BCH953_P3,0
H10020060CT,BCH953_P3,0
NILS15,BCH953_P3,0
IAI43,BCH953_P3,0
H10060022LR,BCH953_P3,0
H10030116VR,BCH953_P3,0
H10010020MO,BCH953_P3,0
H10030090VJ,BCH953_P3,0
H10010013LJ,BCH953_P3,0
H10030105CR,BCH953_P3,0
H10030115LR,BCH953_P3,0
PDP110,BCH953_P3,0
IAI18,BCH953_P3,0
H10070015DG,BCH953_P3,0
NILS48,BCH953_P3,0
IAI41,BCH953_P3,0
H10040021WI,BCH953_P3,0
H10020007MM,BCH953_P3,0
NILS34,BCH953_P3,0
NILS40,BCH953_P3,0
H10020011MG,BCH953_P3,0
H10010003SJ,BCH953_P3,0
IAI42,BCH953_P3,0
H10010154TK,BCH953_P3,0
PDP351,BCH953_P3,0
H10010121QJ,BCH953_P3,0
IAI08,BCH953_P3,0
H10060003SL,BCH953_P3,0
IAI40,BCH953_P3,0
IAI37,BCH953_P3,0
ECOR11,BCH953_P3,0
NILS09,BCH953_P3,0
NILS30,BCH953_P3,0
NILS32,BCH953_P3,0
IAI10,BCH953_P3,0
IAI31,BCH953_P3,1
IAI04,BCH953_P3,1
AN24,BCH953_P3,1
NILS06,BCH953_P3,0
NILS22,BCH953_P3,0
NAN33,BCH953_P3,0
IAI34,BCH953_P3,0
NIC06,BCH953_P3,0
NILS16,BCH953_P3,0
IAI17,BCH953_P3,0
IAI15,BCH953_P3,0
ECOR05,BCH953_P3,0
IAI11,BCH953_P3,0
NILS35,BCH953_P3,0
ECOR10,BCH953_P3,0
ECOR43A,BCH953_P3,0
ECOR12,BCH953_P3,0
IAI14,BCH953_P3,0
IAI19,BCH953_P3,0
IAI20,BCH953_P3,0
ECOR25,BCH953_P3,0
IAI26,BCH953_P3,0
ECOR01,BCH953_P3,0
IAI44,BCH953_P3,0
ECOR08,BCH953_P3,0
NILS13,BCH953_P3,0
IAI07,BCH953_P3,0
NILS10,BCH953_P3,0
BE,BCH953_P3,0
NILS07,BCH953_P3,0
ECOR09,BCH953_P3,0
NILS14,BCH953_P3,0
ECOR13,BCH953_P3,0
ECOR03,BCH953_P3,0
NILS11,BCH953_P3,0
IAI06,BCH953_P3,0
ECOR02,BCH953_P3,0
IAI13,BCH953_P3,0
IAI09,BCH953_P3,0
ECOR14,BCH953_P3,0
IAI25,BCH953_P3,0
IAI22,BCH953_P3,0
IAI28,BCH953_P3,0
NILS08,BCH953_P3,0
ECOR07,BCH953_P3,0
IAI29,BCH953_P3,0
IAI12,BCH953_P3,0
ECOR21,BCH953_P3,0
ECOR20,BCH953_P3,0
ECOR18,BCH953_P3,0
ECOR19,BCH953_P3,0
NILS17,BCH953_P3,0
NILS12,BCH953_P3,0
ECOR06,BCH953_P3,0
ECOR23,BCH953_P3,0
NILS41,BCH953_P3,0
BL21,BCH953_P3,0
ECOR17,BCH953_P3,0
NILS03,BCH953_P3,0
ECOR22,BCH953_P3,0
ECOR16,BCH953_P3,0
NILS04,BCH953_P3,0
ECOR15,BCH953_P3,0
NILS43,BCH953_P3,0
ECOR04,BCH953_P3,0
IAI16,BCH953_P3,0
IAI23,BCH953_P3,0
NILS37,BCH953_P3,0
IAI03,BCH953_P3,0
ECOR24,BCH953_P3,0
ROAR274,BCH953_P3,0
ECOR42,BCH953_P3,0
IAI50,BCH953_P3,0
ROAR036,BCH953_P3,0
EC6230,BCH953_P3,0
025010,BCH953_P3,0
NILS05,BCH953_P3,0
ROAR387,BCH953_P3,0
B6A1,BCH953_P3,0
ECOR31,BCH953_P3,0
LMR3158,BCH953_P3,0
ROAR131,BCH953_P3,0
ROAR059,BCH953_P3,0
EDL933,BCH953_P3,0
ECOR37,BCH953_P3,0
ROAR029,BCH953_P3,0
IAI05,BCH953_P3,0
ROAR012,BCH953_P3,0
NILS45,BCH953_P3,0
H442,BCH953_P3,0
E2052,BCH953_P3,0
TW10509,BCH953_P3,0
H009,BCH953_P3,0
H384,BCH953_P3,0
E7519,BCH953_P3,0
NILS31,BCH953_P3,0
370D,BCH953_P3,0
E4962,BCH953_P3,0
M863,BCH953_P3,0
IAI32,BCH953_P3,0
IAI45,BCH953_P3,0
ROAR185,BCH953_P3,0
H10030019BM,BCH953_P3,0
C2119,BCH953_P3,0
B1747,BCH953_P3,0
H10040007OM,BCH953_P3,0
B12I13,BCH953_P3,0
E1492,BCH953_P3,0
B253,BCH953_P3,0
EFERGUSONIIIVAN,BCH953_P3,0
ATCC35469T,BCH953_P3,0
ROAR344,BCH953_P3,0
B691,BCH953_P3,0
ROAR176,BCH953_P3,0
ROAR220,BCH953_P3,0
ROAR130,BCH953_P3,0
ROAR129,BCH953_P3,0
ROAR292,BCH953_P3,0
ROAR145,BCH953_P3,0
ROAR043,BCH953_P3,0
ROAR438,BCH953_P3,0
ROAR291,BCH953_P3,0
ROAR116,BCH953_P3,0
B49,BCH953_P3,0
ROAR019,BCH953_P3,0
B1147,BCH953_P3,0
S1109,BCH953_P3,0
EALBERTIICIP107988T,BCH953_P3,0
S184,BCH953_P3,0
B090,BCH953_P3,0
B156,BCH953_P3,0
S191,BCH953_P3,0
B992,BCH953_P3,0
ECOR54,LF7074_P1,1
DIJ06,LF7074_P1,0
ECOR52,LF7074_P1,0
ECOR51,LF7074_P1,0
ECOR55,LF7074_P1,1
IAI54,LF7074_P1,1
ECOR57,LF7074_P1,0
IAI72,LF7074_P1,1
NILS59,LF7074_P1,0
LF31,LF7074_P1,0
NILS71,LF7074_P1,1
AN17,LF7074_P1,1
T147,LF7074_P1,0
ECOR56,LF7074_P1,0
NILS74,LF7074_P1,0
IAI68,LF7074_P1,0
IAI62,LF7074_P1,0
IAI63,LF7074_P1,0
NILS79,LF7074_P1,0
NILS72,LF7074_P1,0
IAI76,LF7074_P1,0
IAI75,LF7074_P1,0
NILS29,LF7074_P1,0
NILS65,LF7074_P1,0
IAI57,LF7074_P1,0
IAI82,LF7074_P1,0
IAI73,LF7074_P1,0
536,LF7074_P1,0
IAI64,LF7074_P1,1
NILS81,LF7074_P1,1
IAI55,LF7074_P1,1
IAI70,LF7074_P1,0
NILS82,LF7074_P1,1
NILS78,LF7074_P1,0
NILS57,LF7074_P1,1
AL505,LF7074_P1,1
NILS67,LF7074_P1,1
IAI60,LF7074_P1,0
IAI66,LF7074_P1,0
IAI46,LF7074_P1,1
LF7074,LF7074_P1,1
IAI56,LF7074_P1,0
IAI61,LF7074_P1,1
ECOR61,LF7074_P1,1
ECOR62,LF7074_P1,1
IAI38,LF7074_P1,1
IAI59,LF7074_P1,0
IAI69,LF7074_P1,1
IAI65,LF7074_P1,1
NILS68,LF7074_P1,1
NILS21,LF7074_P1,0
NILS66,LF7074_P1,1
ECOR59,LF7074_P1,0
ECOR60,LF7074_P1,0
IAI71,LF7074_P1,0
NILS75,LF7074_P1,1
IAI77,LF7074_P1,0
NILS70,LF7074_P1,0
ECOR53,LF7074_P1,0
IAI74,LF7074_P1,1
NILS54,LF7074_P1,1
T145,LF7074_P1,0
IAI51,LF7074_P1,1
NILS62,LF7074_P1,1
MT1B1,LF7074_P1,1
NILS61,LF7074_P1,1
LF82,LF7074_P1,0
LF73,LF7074_P1,0
NRG807C,LF7074_P1,0
NILS26,LF7074_P1,0
NILS80,LF7074_P1,0
IAI53,LF7074_P1,0
T205,LF7074_P1,0
ED1A,LF7074_P1,0
034026C1,LF7074_P1,0
035004,LF7074_P1,0
VDG427,LF7074_P1,0
IAI48,LF7074_P1,1
BEN4D,LF7074_P1,1
NILS20,LF7074_P1,0
034008,LF7074_P1,0
001031C1,LF7074_P1,1
013008,LF7074_P1,0
COLF12G,LF7074_P1,0
381A,LF7074_P1,0
ECOR65,LF7074_P1,0
IAI49,LF7074_P1,1
NILS77,LF7074_P1,0
IAI78,LF7074_P1,0
IAI81,LF7074_P1,1
IAI79,LF7074_P1,1
IAI80,LF7074_P1,1
ECOR64,LF7074_P1,1
IAI67,LF7074_P1,0
NILS28,LF7074_P1,0
NILS58,LF7074_P1,1
IAI47,LF7074_P1,1
ECOR63,LF7074_P1,1
ASP51G,LF7074_P1,0
S176,LF7074_P1,0
H10030035DE,LF7074_P1,0
S21,LF7074_P1,1
FN116,LF7074_P1,1
FNB9,LF7074_P1,0
FN126,LF7074_P1,0
S111,LF7074_P1,0
FN89,LF7074_P1,0
NILS64,LF7074_P1,0
LI10,LF7074_P1,0
NILS25,LF7074_P1,0
NILS55,LF7074_P1,0
NILS27,LF7074_P1,1
NILS73,LF7074_P1,0
NILS19,LF7074_P1,0
LM33,LF7074_P1,0
NILS44,LF7074_P1,0
NILS53,LF7074_P1,0
NILS76,LF7074_P1,0
NILS63,LF7074_P1,0
NILS69,LF7074_P1,0
ECOR66,LF7074_P1,0
E234869,LF7074_P1,1
FNB7,LF7074_P1,0
DEC2A,LF7074_P1,0
DEC1A,LF7074_P1,0
FNB4,LF7074_P1,0
BDX09,LF7074_P1,1
AN03,LF7074_P1,0
H10010155MI,LF7074_P1,0
H10010034SM,LF7074_P1,0
NILS60,LF7074_P1,0
H10010053KC,LF7074_P1,0
H10030054PP,LF7074_P1,0
B1932,LF7074_P1,0
ROAR434,LF7074_P1,1
001023,LF7074_P1,0
003026,LF7074_P1,1
921A,LF7074_P1,0
916A,LF7074_P1,0
E1426,LF7074_P1,0
H95,LF7074_P1,0
H10020069VG,LF7074_P1,0
ECOR38,LF7074_P1,0
ECOR39,LF7074_P1,1
ECOR41,LF7074_P1,0
ECOR40,LF7074_P1,0
IAI39,LF7074_P1,1
IAI36,LF7074_P1,0
ECOR35,LF7074_P1,0
IAI58,LF7074_P1,0
ECOR36,LF7074_P1,1
NILS36,LF7074_P1,0
IAI35,LF7074_P1,1
IAI33,LF7074_P1,1
NILS01,LF7074_P1,0
PDP21,LF7074_P1,0
NILS39,LF7074_P1,0
NILS50,LF7074_P1,0
NILS46,LF7074_P1,0
LM08,LF7074_P1,0
NILS18,LF7074_P1,1
LM02,LF7074_P1,0
DIJ07,LF7074_P1,1
LM40,LF7074_P1,0
BDX03,LF7074_P1,0
IAI30,LF7074_P1,1
IAI27,LF7074_P1,1
ECOR47,LF7074_P1,1
IAI24,LF7074_P1,0
ECOR44,LF7074_P1,0
NILS38,LF7074_P1,0
NILS51,LF7074_P1,0
ECOR49,LF7074_P1,0
ECOR50,LF7074_P1,0
NILS56,LF7074_P1,0
ECOR46,LF7074_P1,0
NILS42,LF7074_P1,1
NILS52,LF7074_P1,0
ECOR48,LF7074_P1,0
NILS23,LF7074_P1,0
ROAR178,LF7074_P1,1
ROAR419,LF7074_P1,0
H10040017BM,LF7074_P1,0
H14,LF7074_P1,0
H10030010GJ,LF7074_P1,0
ROAR400,LF7074_P1,0
ROAR205,LF7074_P1,0
BCH953,LF7074_P1,0
H10020064EM,LF7074_P1,0
NILS49,LF7074_P1,0
LM07,LF7074_P1,0
H10010027SG,LF7074_P1,0
H10050058MA,LF7074_P1,0
NILS24,LF7074_P1,0
ROAR334,LF7074_P1,0
ROAR047,LF7074_P1,0
ROAR072,LF7074_P1,0
ROAR061,LF7074_P1,0
ROAR082,LF7074_P1,0
H4,LF7074_P1,0
H10010093RA,LF7074_P1,0
H48,LF7074_P1,0
H47,LF7074_P1,0
H70,LF7074_P1,0
H10010125BM,LF7074_P1,0
ECOR34,LF7074_P1,0
ECOR32,LF7074_P1,0
ECOR33,LF7074_P1,1
ECOR30,LF7074_P1,0
ECOR29,LF7074_P1,0
LF50,LF7074_P1,0
IAI01,LF7074_P1,0
ECOR67,LF7074_P1,0
NILS02,LF7074_P1,0
ECOR26,LF7074_P1,0
ECOR27,LF7074_P1,0
ECOR28,LF7074_P1,0
ECOR45,LF7074_P1,1
55989,LF7074_P1,0
IAI02,LF7074_P1,1
NILS33,LF7074_P1,0
IAI21,LF7074_P1,0
ECOR69,LF7074_P1,0
ECOR58,LF7074_P1,0
ECOR72,LF7074_P1,0
H10030071CJ,LF7074_P1,1
NILS47,LF7074_P1,0
H10050012LM,LF7074_P1,0
ECOR70,LF7074_P1,0
H10070037HD,LF7074_P1,0
H10030079GR,LF7074_P1,0
H10010131CA,LF7074_P1,0
H10030120PR,LF7074_P1,0
H10030088BJ,LF7074_P1,0
ECOR71,LF7074_P1,0
H10020060CT,LF7074_P1,0
NILS15,LF7074_P1,0
IAI43,LF7074_P1,1
H10060022LR,LF7074_P1,0
H10030116VR,LF7074_P1,0
H10010020MO,LF7074_P1,0
H10030090VJ,LF7074_P1,0
H10010013LJ,LF7074_P1,0
H10030105CR,LF7074_P1,0
H10030115LR,LF7074_P1,0
PDP110,LF7074_P1,0
IAI18,LF7074_P1,0
H10070015DG,LF7074_P1,0
NILS48,LF7074_P1,0
IAI41,LF7074_P1,0
H10040021WI,LF7074_P1,0
H10020007MM,LF7074_P1,0
NILS34,LF7074_P1,0
NILS40,LF7074_P1,0
H10020011MG,LF7074_P1,0
H10010003SJ,LF7074_P1,0
IAI42,LF7074_P1,0
H10010154TK,LF7074_P1,0
PDP351,LF7074_P1,0
H10010121QJ,LF7074_P1,0
IAI08,LF7074_P1,0
H10060003SL,LF7074_P1,0
IAI40,LF7074_P1,0
IAI37,LF7074_P1,1
ECOR11,LF7074_P1,1
NILS09,LF7074_P1,1
NILS30,LF7074_P1,1
NILS32,LF7074_P1,0
IAI10,LF7074_P1,0
IAI31,LF7074_P1,0
IAI04,LF7074_P1,1
AN24,LF7074_P1,0
NILS06,LF7074_P1,0
NILS22,LF7074_P1,0
NAN33,LF7074_P1,0
IAI34,LF7074_P1,0
NIC06,LF7074_P1,0
NILS16,LF7074_P1,0
IAI17,LF7074_P1,1
